GICS.Sector,total_area,coastal_risk_reduction_service_adj_sum,nitrogen_retention_service_adj_sum,sediment_retention_service_adj_sum,endemic_biodiversity_adj_sum,redlist_species_adj_sum,species_richness_adj_sum,kba_within_1km_adj_sum
Information Technology,15483.00657,1259.356861,3302476.53,148031.3428,3.26E-07,2.423754626,0.006079434,0
Information Technology,76473.29337,0,16562793.76,836272.5708,6.54E-06,5.771066247,0.026286913,0
Information Technology,80717.07935,0,17010955.4,1185024.796,1.17E-06,4.041085854,0.027678832,0.062440114
Information Technology,5619.610291,0,3788304.677,756218.9684,1.63E-07,1.186362173,0.002785069,0
Information Technology,35209.79914,0,11669210.53,4040256.237,1.65E-06,2.674807451,0.014845119,0
Information Technology,254157.8989,0,107938415.1,8716793.82,2.32E-05,18.79448115,0.096113671,0.062440114
Information Technology,118577.7978,605.8367359,49652122.01,4019316.192,6.52E-06,8.9640646,0.044866043,0
Information Technology,5619.610292,0,6036958.518,0,8.50E-08,0.686841258,0.00205931,0
Information Technology,5619.61029,0,0,195730.1835,1.30E-07,0.811721486,0.002071768,0
Information Technology,5619.610291,0,2583284.899,1468295.648,1.30E-07,0.811721486,0.002071768,0
Information Technology,5619.610291,0,4432282.544,29154.67087,1.27E-07,0.936601715,0.002446291,0
Information Technology,5619.610293,0,101014.899,2450.239358,1.27E-07,0.936601716,0.002446291,0
Information Technology,49751.06621,0,7393184.87,2688315.731,4.12E-07,4.596761985,0.020755246,0
Information Technology,15483.00657,0,1526587.98,403743.475,3.35E-07,2.814974616,0.006397482,0
Information Technology,5619.610292,0,14251448.59,5367585.506,7.38E-07,2.497604574,0.005214429,0
Information Technology,11239.22058,0,1919117.895,250436.0829,4.02E-07,1.311242401,0.004685563,0
Information Technology,5619.610291,0,29478677.31,227947.503,1.29E-07,1.123922058,0.002270166,0
Information Technology,5619.610294,0,29402947.96,177712.0895,1.33E-07,1.186362173,0.002237833,0
Information Technology,5619.610292,0,18796508.47,436478.6905,1.29E-07,1.123922058,0.002270166,0
Information Technology,15483.00657,0,81294273.07,1189445.431,3.64E-07,2.5970804,0.005592397,0
Information Technology,59397.42009,0,10842857.77,3185764.163,1.23E-06,5.798455629,0.022128716,0.047153178
Information Technology,5619.610293,0,2662362.058,48844.4585,9.70E-08,0.99904183,0.002281598,0
Information Technology,5619.610291,593.0400472,0,0,1.11E-07,1.186362172,0.002169808,0
Information Technology,5619.610294,0,7961190.511,37689.80915,1.04E-07,0.99904183,0.002258321,0
Information Technology,371501.0693,9591.51826,50234604.13,131416001.9,3.70E-05,32.78170294,0.108781484,0.775593582
Information Technology,5619.610293,0,21520965.48,231596.2848,7.32E-08,0.936601716,0.001941048,0
Information Technology,5619.610292,0,0,0,0,0,0,0
Information Technology,5619.61029,0,0,0,7.81E-08,0.999041829,0.001926212,0
Information Technology,73287.55997,0,48054924.18,2269318.319,2.36E-06,6.185669899,0.022058905,0.109593292
Information Technology,15483.00657,11372.4434,3120424.616,15573.02666,7.38E-07,2.581793463,0.005833517,0
Information Technology,19726.79257,0,7128652.486,199631.0828,1.85E-06,2.8914093,0.006394452,0
Information Technology,15483.00658,0,252882.4235,8944.744242,8.63E-07,1.660478685,0.005870902,0
Information Technology,19726.79256,575.0678434,2262085.367,25800.95172,6.95E-07,2.849425592,0.007193884,0
Information Technology,29590.18885,1262.65149,4354407.614,210285.2181,1.07E-06,3.710884992,0.011291478,0
Information Technology,258857.8372,40268.01186,72900643.37,1444250.61,1.50E-05,21.5428132,0.098959033,0
Information Technology,11239.22058,0,2616065.241,1595506.826,3.16E-07,1.248802287,0.003526942,0
Information Technology,30966.01315,0,378853.6404,67501.82115,1.60E-06,2.739832301,0.01223682,0
Information Technology,5619.610294,0,37399822.24,407389.3399,8.27E-08,0.99904183,0.001955726,0
Information Technology,30966.01315,0,2888171.31,624262.1501,1.87E-06,2.656935779,0.012086222,0.062440114
Information Technology,64799.98798,0,19426035.47,1757773.12,8.86E-07,4.648779075,0.025923121,0
Information Technology,19726.79256,0,2280010.07,205455.2633,4.34E-07,1.612033139,0.00811176,0
Information Technology,15483.00658,0,2698690.398,169599.3861,8.71E-07,1.406841125,0.005976639,0
Information Technology,96417.12833,0,69888499.8,111526077.8,9.89E-06,9.54981806,0.03205879,0.443196332
Information Technology,105338.7851,9591.51826,4950582.304,4769144.477,9.41E-06,9.744203783,0.030879424,0.332397249
Information Technology,5619.610292,0,176833.8849,82984.0281,1.10E-07,0.187320343,0.002618484,0
Information Technology,63858.24848,0,15331206.84,333493.5717,1.70E-06,3.914268967,0.022427735,0.047153178
Information Technology,25346.40286,0,11856942.8,1405043.261,5.69E-07,2.472200171,0.011091212,0
Information Technology,15483.00657,0,1341521.836,243773.5875,9.44E-07,1.032200438,0.00618959,0
Information Technology,69043.77397,0,18904005.32,1085613.155,1.49E-06,4.759664734,0.0204356,0.078373235
Information Technology,5619.610292,0,27549.20871,10001.30532,8.56E-07,1.311242402,0.003179204,0
Information Technology,19726.79256,-4.05E-14,4388496.117,128543.8305,3.61E-07,1.392846555,0.006605251,0
Information Technology,63540.47676,2100.826208,13668437.02,2306507.017,9.11E-07,5.098783551,0.025329171,0
Information Technology,116360.9633,0,112223925.4,10398090.12,8.43E-06,10.71671821,0.040653348,0.221598166
Information Technology,136470.3382,0,97079072.38,495878497.5,1.81E-05,15.38626145,0.043650036,1.060265404
Information Technology,45507.28022,0,0,0,4.59E-06,4.772326188,0.013454791,0.197418682
Information Technology,179855.1304,0,4067976.231,14430748.09,1.94E-05,16.90757161,0.053295857,0
Information Technology,5619.610292,0,535015.872,75356.43738,5.62E-07,0.749281372,0.001761287,0
Information Technology,5619.610293,0,34895.36427,24259.71715,4.07E-07,0.561961029,0.001594399,0.062440114
Information Technology,45507.28022,0,45833035.11,12324052.8,4.86E-06,4.550728022,0.013656316,0.221598166
Information Technology,331778.9393,0,16220246.95,380953316.9,4.09E-05,37.08592476,0.105485099,0
Information Technology,25563.44525,0,358298.0308,960320.2507,2.07E-06,2.874660629,0.007769018,0
Information Technology,60990.28679,0,20279494.96,103241034,6.65E-06,5.693814119,0.018429795,0.221598166
Information Technology,5619.610291,0,362947.12,1204228.787,5.45E-07,0.561961029,0.001698047,0
Information Technology,5619.610293,0,667799.7705,4971789.611,5.49E-07,0.624401144,0.001704037,0
Information Technology,5619.610292,0,1362364.621,159873.823,4.45E-08,0.686841258,0.002470888,0
Information Technology,5619.610291,0,0,0,4.30E-07,0.4370808,0.001651828,0
Information Technology,5619.610291,0,0,0,4.30E-07,0.4370808,0.001663808,0
Information Technology,5619.610291,0,3980614.984,1359328.532,8.75E-08,0.686841258,0.001621691,0
Information Technology,25346.40285,0,1465962.189,758148.8922,2.70E-07,2.862127794,0.007601728,0.109593292
Information Technology,11239.22058,0,3869149.327,22675985.7,2.99E-07,1.685883088,0.003341724,0
Information Technology,5619.610291,0,7696275.083,312534.5326,8.02E-08,0.999041829,0.0016868,0
Information Technology,5619.610291,0,1417712.537,15981.83215,7.83E-08,0.936601715,0.001617436,0
Information Technology,19726.79256,1426.194164,17802399.69,13968844.99,5.96E-07,2.772990909,0.005856434,0
Information Technology,15483.00657,0,7682730.328,24039966.93,6.35E-07,2.924567908,0.004729276,0
Information Technology,105287.2827,0,10142970.77,776602.8403,4.15E-06,21.51560501,0.032650235,0
Information Technology,9863.396283,0,387175.8789,1805457.571,4.06E-07,1.863085965,0.003012105,0
Information Technology,5619.610294,0,1584525.05,4968.874057,3.99E-07,0.437080801,0.002230353,0
Information Technology,5619.610291,0,44216.56111,3809.039905,2.98E-07,0.374640686,0.002217271,0
Information Technology,15483.00657,0,564417.0052,41600.62005,5.64E-07,0.953181019,0.004705755,0
Information Technology,15483.00657,0,1236670.266,291792.1815,3.88E-07,1.406841124,0.005288801,0
Information Technology,28214.36454,0,11977136.56,906887.2526,2.86E-06,1.724211167,0.010471816,0
Information Technology,29590.18885,0,916359.9204,85324.81171,1.22E-06,2.316746069,0.01182017,0
Information Technology,55153.6341,7802.358947,1824562.22,1383829.11,9.32E-06,4.822493197,0.022425155,0
Information Technology,29807.23124,52566.36246,1719406.459,215990.2133,1.41E-06,2.22532622,0.012028534,0
Information Technology,5619.610291,0,139451.6596,501.8261684,1.42E-06,0.4370808,0.002267575,0
Information Technology,5619.610292,0,7738.352643,365.5536373,1.47E-06,0.4370808,0.00223553,0
Information Technology,5619.610291,0,396203.599,2458538.542,2.29E-07,1.061481944,0.001727066,0.062440114
Information Technology,5619.610292,0,318928.1507,7808640.816,2.29E-07,1.061481944,0.001721075,0.062440114
Information Technology,29590.18885,481.2397134,1465223.649,34538.54696,1.34E-06,1.878372901,0.010739011,0
Information Technology,5619.610294,0,0,0,3.08E-07,0.374640686,0.002231337,0
Information Technology,9863.396282,1623.708253,0,0,4.59E-07,0.719999866,0.003897511,0
Information Technology,25346.40286,32323.89859,2227857.376,716469.1567,5.14E-07,1.799353482,0.008963401,0
Information Technology,5619.610294,0,763889.4246,10254.55559,5.37E-08,0.936601716,0.001565133,0
Information Technology,49316.98141,158893.3828,5164290.053,4213691.458,1.24E-06,2.834138656,0.017860782,0
Information Technology,59180.37769,3349.68591,27906664.02,1560916.017,1.14E-06,4.413013187,0.019256977,0
Information Technology,9863.39628,0,0,0,4.38E-07,0.767153044,0.003888623,0
Information Technology,11239.22058,0,230788.0287,121099.9403,2.91E-07,0.749281372,0.004441197,0
Information Technology,15483.00658,1055.467571,3327835.471,33243.55055,2.92E-07,1.423420429,0.00591274,0
Information Technology,49534.02381,0,8375848.451,408681.0385,4.72E-07,2.517416691,0.016344586,0
Information Technology,5619.610292,0,237884.4101,8592.929512,5.35E-08,0.874161601,0.001713438,0
Information Technology,5619.610292,0,5578983.257,105891.7841,6.25E-08,0.811721487,0.001793337,0
Information Technology,5619.610292,0,7453325.096,62871.68482,6.69E-08,0.811721487,0.001810265,0
Information Technology,5619.610292,0,3142793.281,10299.7837,5.69E-08,0.874161601,0.001763177,0
Information Technology,14107.18227,0,8652073.114,363317.9704,2.47E-07,2.037704106,0.004792104,0
Information Technology,5619.610292,0,729295.4156,220764.0644,1.02E-07,0.811721487,0.001931162,0
Information Technology,5619.610292,0,2970728.556,199756.8216,9.62E-08,0.811721487,0.001891772,0
Information Technology,5619.610292,0,547961.9556,82254.4778,9.62E-08,0.811721487,0.001891772,0
Information Technology,5619.610292,0,375524.3699,78118.42121,9.64E-08,0.811721487,0.001897762,0
Information Technology,5619.610292,0,481312.4721,50960.15981,9.62E-08,0.811721487,0.001891772,0
Information Technology,5619.610292,0,1335397.984,36418.87183,9.63E-08,0.811721487,0.001894767,0
Information Technology,5619.610292,0,9389620.516,95544.70785,9.30E-08,0.811721487,0.001851927,0
Information Technology,5619.610292,0,8290934.754,153310.2118,9.29E-08,0.811721487,0.001850884,0
Information Technology,11239.22058,0,16234008.64,172050.6833,1.86E-07,1.623442973,0.003701769,0
Information Technology,15483.00657,13516.47889,242866.6005,0,1.79E-07,1.297247832,0.006003732,0
Information Technology,5619.610291,573.4669616,0,0,6.35E-06,1.748323202,0.001266662,0.062440114
Information Technology,54992.95086,0,33865205.17,1675511.351,2.71E-07,4.386156649,0.020956387,0
Information Technology,15483.00657,0,8737206.387,1437754.684,7.88E-08,1.204233845,0.005954671,0
Information Technology,5619.610292,0,578716.3344,17346.74573,3.33E-08,0.499520915,0.002103711,0
Information Technology,9863.396282,0,5105590.985,50348.24757,4.18E-08,0.923899514,0.003611125,0
Information Technology,9863.396282,0,3211323.652,940921.3842,5.17E-08,0.484233978,0.00309638,0
Information Technology,5619.610292,0,7741208.49,79606.50963,1.20E-07,0.249760457,0.001736322,0
Information Technology,11239.22058,189.4766764,0,0,2.92E-08,1.123922058,0.002421248,0.062440114
Information Technology,5619.610292,0,18459.6198,43984.2995,1.21E-07,0.4370808,0.001961911,0
Information Technology,39453.58513,0,49389255.37,4356346.338,1.91E-07,1.878372901,0.012013929,0.047153178
Materials,82897970.04,3164.992177,5770882467,16811856768,0.001415076,5993.459422,25.8853336,13.91847201
Materials,5704021.021,30876.88698,3290292087,6289448668,0.00012527,392.015263,1.90027878,4.217919034
Materials,14743816,68430.2734,86486694.03,798484.3665,3.25E-05,701.5993968,2.038671037,0
Materials,14081511.29,54966.00662,801225759.7,767686088.2,0.000245365,1279.7263,5.336493107,9.767428551
Materials,1292847.698,-5.24E-14,47834083.02,229493.3822,5.16E-06,64.24639038,0.250370071,1.060265404
Materials,73242119.06,579.552749,3881727706,20864743869,0.002080438,8279.652185,31.92075092,45.27629016
Materials,17785934.43,2632.455077,2510748932,40103562346,0.003777437,2372.561698,10.70650254,14.68583342
Materials,152585092.1,207702.8451,6879771816,1.05E+11,0.006467541,14602.38393,64.35597533,152.7102352
Materials,228809.2205,0,42322343.4,8226221.852,8.30E-06,65.38424289,0.14291417,1.357179039
Materials,14196343.49,0,189670029,2632544956,0.000176561,966.9986459,3.736997027,0.148456818
Materials,896814.0786,24870.33864,394104134.8,60970140.11,1.66E-05,75.30633366,0.309537126,0.315904522
Materials,2528349.27,3651.538394,1594251976,40536482.86,1.34E-05,141.0026162,0.581198215,3.908030826
Materials,509347.2318,191.4010567,64990820.71,184400648.7,6.78E-05,67.17168639,0.190807537,0.711947676
Materials,15205457.2,0,472725200.2,3560392947,0.002067035,1948.845065,7.453428876,0
Materials,2100437.333,127609.9225,543747459.2,341331847.8,9.27E-05,164.2762324,0.872819337,0.331191458
Materials,10812710.73,77289.82869,4080385953,3157430996,0.000148557,861.6872406,4.051344781,4.162067482
Materials,1988207.121,1223.447232,9645807.806,236862583.3,0.000720869,228.9416604,0.451508147,7.342916708
Materials,41631799.17,554.9834014,4208297857,15579229855,0.001829214,2263.503974,16.92010509,20.16364939
Materials,227433.3962,5673.593745,249396369.1,128385552.9,5.53E-05,34.14607783,0.071654133,0.031220057
Materials,78907376.89,662988.8115,16071269436,2.08E+11,0.009458168,14715.27648,50.3873473,175.5274913
Materials,755361.9491,7218.317934,550683351.4,24592184.9,1.88E-05,56.51867483,0.28755928,0.378344636
Materials,4944023.691,69149.04839,2540607345,1167125901,0.000160673,356.5849478,1.7718498,5.510818626
Materials,676345.5103,0,130441499.9,161593612.8,0.000178277,156.6874456,0.454496279,0
Materials,2907011.314,9792.625806,794237929.8,4489633.921,1.60E-05,130.1246475,0.654799384,4.871578292
Materials,2116336.567,42505.22611,556204041.8,32491361.32,3.57E-05,108.0300726,0.585655157,3.147103281
Materials,389377.4852,233.7063815,156263965.1,54532978.09,1.56E-05,39.04083664,0.130679043,0.393631573
Materials,1434441.026,245.5044235,547657063.7,1344858045,2.16E-05,96.68194672,0.381046953,0.221598166
Materials,64505760.67,25.19620025,1085036321,17447656352,0.00352126,4090.021317,20.09077415,15.08152132
Materials,30506338.28,0,1012554350,8740985217,0.000777585,1806.642509,8.923041333,14.68583342
Materials,444889.3586,0,227755870.2,267694526.1,3.86E-06,22.04968802,0.126415527,0.284038281
Materials,5754044.225,2517.740974,1457663436,237751105.1,9.70E-05,478.1929488,2.318139496,0
Materials,3744958.091,62949.76538,40584737.31,111203534.7,0.001246892,594.6759987,1.841577318,1.169858696
Materials,50510405.65,344621.16,363084591.9,23141743948,0.003206218,3285.492566,20.61979482,2.270009609
Materials,76748716.43,48240.71129,1932645961,10362220880,0.003951522,5230.398269,26.90801997,43.5818206
Materials,17979757.94,0,1646321957,2843957281,0.001743097,2073.159199,10.40731317,29.48126012
Materials,23266709.47,321393.7667,1008271463,7847031373,0.001445241,1845.778458,5.299553242,26.28714264
Materials,27116465.27,0,1308017.33,321160.3715,0.000362966,299.7718296,9.182508051,0.124880229
Materials,19269846.33,97560.67108,903736040.7,427047956.9,0.000753085,1955.691959,7.700083978,28.81621376
Materials,4721078.83,0,124558407.1,259815746.1,6.90E-05,321.7454908,1.413817821,0
Materials,1622203.795,831.1935602,776643930.3,385649286.5,2.46E-05,95.422493,0.50567198,4.095351169
Materials,27832380.68,23532.28949,1837364108,1818471770,0.001398814,2850.168769,13.75786007,27.84114094
Materials,15122757.62,0,795724979.4,24919750989,0.001981919,889.605467,3.615296044,1.060265404
Materials,35125766.94,2640.909679,3904860917,22407346069,0.00143995,1667.18146,12.55453954,89.64962153
Materials,38712764.85,76421.38797,8962268678,88290357454,0.001328586,4735.320744,15.27747068,9.91825212
Materials,12671538.25,0,104789719.8,5325745724,0.001444991,853.1211059,3.870656687,44.05750025
Materials,17378892.48,0,2754378016,3637149687,0.00142846,2147.188811,8.200627291,7.342916708
Materials,32733544.33,0,25802677046,25908804990,0.001049151,7752.649779,15.2171628,29.43410695
Materials,20393684.29,89638.10967,11313444657,14167863941,0.000609843,3863.440569,9.73463454,0.109593292
Materials,2085665.718,47599.94004,612579648,1414692235,7.68E-05,170.7151975,0.838979354,0.378344636
Materials,19197354.45,0,647934868.3,16405494029,0.001489539,1086.945028,5.813408572,13.89284906
Materials,14338708.25,69110.15303,992916120.3,3602556091,0.001133118,1231.104798,5.160571942,0
Materials,4172560.12,28580.45885,1823147320,988895360.7,0.00010508,298.3819448,1.458427243,5.077194688
Materials,33263563.15,0,5270291710,86573680235,0.001241297,1927.727249,14.11800834,29.37166683
Materials,3395110.037,595.7505708,1517339884,9648397926,0.006603508,749.6898893,3.267222302,14.74827353
Materials,3982033.853,0,12843601.09,167798472.5,0.000202868,324.9615386,1.325201241,0
Materials,37058993.01,128.8407552,5031337968,9219866261,0.000834661,4720.148715,19.45711028,66.31584324
Materials,1757783.896,61173.36541,290028784.5,662749980.9,0.000142948,228.1393163,0.578591308,2.853600203
Materials,1406228.397,12705.09205,720753016.2,67468161.09,0.000110478,125.2204375,0.541874457,0.868047962
Materials,3143351.131,37111.66328,1062383204,484480870.5,0.000288524,271.8726472,1.189583609,1.516909341
Materials,617681.3265,19362.09554,167945960.4,17626097.42,2.22E-05,55.33980584,0.238841672,0.630516676
Materials,275426.0557,4383.858036,66290401.84,11945015.58,1.39E-05,26.48875144,0.136867062,0.047153178
Materials,15916899.96,6400.850737,3964516127,4954014970,0.000650437,2123.332115,8.061641001,7.342916708
Materials,3309932.129,3272.084178,129068257.2,3241547326,0.000635819,458.0956069,1.808819392,0
Materials,3970794.633,0,247708298.3,410391664.9,0.000140989,500.2362007,3.010301865,7.342916708
Materials,5830521.141,85.61299061,2437750642,17121848955,9.19E-05,645.6075084,1.979549536,0
Materials,16068515.96,0,32296819751,21943522191,0.000339045,4072.786852,7.647303139,15.90965287
Materials,1624127.744,28224.25368,270620845,653222507.5,0.000211334,157.0696115,0.543066626,2.071538298
Materials,42205.23373,4907.710909,2215604.077,1202805.492,8.82E-07,10.64173769,0.022874602,0.187320343
Materials,4722331.223,46715.96333,2418889309,976791585.9,0.000325656,329.5786604,1.633778905,8.247332954
Materials,2064956.716,115126.1672,337302436.3,38939588.44,3.49E-05,136.7610464,0.775727121,0.542411482
Materials,483709.6759,18704.38599,161935309.4,67608693.32,3.36E-05,40.37577962,0.185867195,0.109593292
Materials,5326066.991,39793.05849,964329248.2,283950504.6,0.000161391,796.4630034,2.658547794,0.047153178
Materials,15483.00658,1035.345269,109999.688,1772.008738,1.94E-05,3.566840724,0.007370126,0
Materials,335588.6405,11131.86554,42897735.02,99518552.99,0.000149361,102.0122499,0.298557159,0
Materials,184462.9978,19288.54149,41537545,1746310.437,1.38E-05,16.56655042,0.07426642,0.062440114
Materials,1214455.229,40874.25104,4735027.832,98033.61772,0.000216577,132.7307041,0.261437464,0
Materials,2814345.905,30500.59125,1273845782,269185220.5,8.58E-05,211.0060245,1.105162957,0.275791917
Materials,151787.8048,56023.23553,17872490.63,1353819.17,1.94E-06,9.968081127,0.057383643,0
Materials,1765124.504,0,1853802171,58813918.34,3.31E-05,189.5370119,0.653105914,0.505636447
Materials,1222501.669,3769.192237,1719236744,68557704.85,2.50E-05,316.444062,0.52775587,0
Materials,8532483.552,309.0472265,978125564.4,4013446743,0.000660112,1961.20542,5.112278467,0
Materials,16994031,455992.4586,1428930275,13540326147,0.001413062,1991.637826,7.041346724,11.26058381
Materials,14548838.48,0,524711.7331,80598.54104,0.00032527,349.5791691,4.520982139,0.109593292
Materials,1352908.063,0,38835438.66,8990877.663,1.60E-05,119.1223414,0.321640904,0
Materials,166112.0295,0,54865756,8634651.483,1.29E-05,14.00193223,0.053878016,0.284038281
Materials,667633.8514,12733.50759,354682325.1,161519902.8,2.64E-05,39.13923917,0.204656601,0.505636447
Materials,18556335.05,7.984074204,565060865.2,684085443.7,0.000351544,2333.490013,9.401519229,14.74827353
Materials,296363.1327,0,125686343.6,5836228.819,2.33E-05,19.65036047,0.097042019,0.109593292
Materials,1070268.747,252.2624076,84384232.66,6754680.07,2.35E-05,104.0185723,0.342387942,3.908030826
Materials,670725.9,0,81014566.27,1482844033,0.000165892,111.1300903,0.181379595,0
Materials,383733.5319,0,192111317,7620158.902,8.88E-06,25.91342692,0.141661728,0.727234613
Materials,101043.4967,0,0,0,1.37E-07,25.88466704,0.002995658,0
Materials,5619.610292,0,0,0,1.38E-07,1.498562745,0.003031598,0
Materials,2766099.012,118442.9339,44427088.97,33284906.48,0.000174415,233.6025624,0.982960541,8.45033529
Materials,962292.3532,3540.410255,409081598.2,39652623.99,2.72E-05,75.43202411,0.349539726,0.284038281
Materials,312497.2664,1783.784338,72777078.22,9860592.037,5.27E-06,19.3099976,0.092555669,0.268751344
Materials,1269338.13,68680.79953,805266979.8,122984691.2,1.74E-05,73.6559201,0.419189964,1.042492951
Materials,4336689.324,23666.30816,925613558.1,293891343.8,6.76E-05,369.4525224,1.648672927,0
Materials,9863.396282,0,8099055.447,4091091.175,4.64E-07,0.377225421,0.00223939,0.031220057
Materials,574158.2547,2787.013445,287306367.3,34327917.62,7.39E-06,42.2069015,0.210207854,0.109593292
Materials,12661674.85,0,3385549.936,891.8628856,3.02E-05,1183.165277,1.580724536,0.023576589
Materials,2109194.453,0,607653.8921,339519500.5,0.000228325,426.5703548,1.266455985,0.228638739
Materials,6959634.149,233906.6231,44747493.03,103566904.7,0.000495889,410.296433,3.350223853,1.242366503
Materials,5292519.64,24594.45824,485747.6246,53046.23979,0.000309179,367.7702366,2.055468089,0.062440114
Materials,3309932.129,0,7320869.031,1208443.962,9.88E-05,117.5491074,0.874447755,0
Materials,4391664.186,25803.6928,169514118.3,45280308.41,0.000238482,254.6267463,1.374437786,0.062440114
Materials,9928420.563,0,240126096.5,457285729,0.000470453,707.8142064,4.105534309,0.047153178
Materials,1988207.122,0,136170.5843,205021.5139,0.000133033,103.7374356,0.90680684,0
Materials,9918557.166,0,10012058.41,378528.8332,0.000407281,411.8277368,4.129218206,0.062440114
Materials,211950.3896,28358.82285,25297995.2,117814722.2,1.79E-05,20.91143279,0.049065229,0.047153178
Materials,127765.7238,31876.81694,2754117.88,994403.2787,7.49E-05,6.326907958,0.012633316,0.124880229
Materials,595954.7419,85675.84469,268773739.7,27755957.88,1.78E-05,35.9779631,0.21192403,0.221598166
Materials,217569.9999,1403.007418,8332076.283,71550034.41,3.37E-05,27.68409635,0.121523633,0
Materials,192058.0571,0,458516056.7,20287227.45,4.83E-06,35.84077209,0.07426712,0
Materials,1327344.618,0,540800595.8,52924382.67,0.000337327,222.348025,0.527462761,0
Materials,397178.5521,0,71988972.67,2305376.049,5.62E-06,117.2127526,0.147258751,0
Materials,1123424.865,633.01911,131420722.1,31818393.79,2.88E-05,99.58240583,0.517717517,0
Materials,5619.610294,0,22029813.45,37554993.42,2.46E-07,1.561002859,0.003525143,0
Materials,62366.11109,0,7094583.931,3202940.393,3.17E-06,6.474140503,0.02866035,0
Materials,1723249.565,0,6885700037,13755391715,5.43E-05,331.9267282,0.795232517,2.120530808
Materials,5619.610291,0,22426994.51,1332337.669,2.48E-07,1.561002859,0.003525871,0
Materials,5619.610292,0,17592717.01,2402121.651,2.44E-07,1.561002859,0.003513163,0
Materials,14262172.42,-3.30E-13,3764987275,570451572.2,7.83E-05,733.9821741,4.261009512,20.42112343
Materials,5619.610293,0,2979206.176,141749.7057,2.28E-07,1.436122631,0.003453128,0
Materials,5619.610291,0,2139340.681,91865.87678,2.35E-07,1.498562744,0.003499825,0
Materials,3970794.633,0,710487666.2,104918137.2,9.14E-05,199.0704726,1.060877699,14.68583342
Materials,582406.7145,0,689614378.6,2614020540,7.60E-05,130.5668004,0.473722487,0
Materials,5619.610292,0,6232254.212,8031505.569,3.92E-07,1.248802287,0.003981331,0
Materials,5953382.144,0,170856919.1,671599099.2,0.000261273,1022.651012,3.928802121,11.53886911
Materials,11244525.96,0,707468886.7,1602424431,0.00041436,2037.49325,6.528037973,0
Materials,11239.22058,0,3847.268622,9741.301753,2.52E-08,0.99904183,0.001603411,0
Materials,11239.22058,0,3847.268622,9741.301753,2.52E-08,0.99904183,0.001603411,0
Materials,670725.9,0,7954870830,5812486116,7.54E-05,133.7526676,0.450956601,0
Materials,15483.00657,0,112124561.3,3224443.244,1.68E-06,2.924567908,0.006488736,0
Materials,5619.610291,0,9660518.698,740567.2922,2.07E-07,1.467342687,0.003546261,0
Materials,75314.51146,0,2810993.793,8075059.553,8.34E-06,7.618349602,0.023489365,0.221598166
Materials,15483.00657,0,18969196.54,1148315.288,3.99E-07,1.470573606,0.003740831,0
Materials,5619.610292,0,5742672.764,0.000337524,4.91E-07,1.623442973,0.003553456,0
Materials,6389684.543,8676.61842,2123336449,1220326118,9.50E-05,472.5370018,2.391071045,0.948832779
Materials,4243.785989,0,27912888.6,1436655.284,1.43E-07,0.707297665,0.002404314,0
Materials,978972.3359,223.540866,309566020,21486537.51,1.98E-05,80.07408713,0.396651504,0
Materials,2664314.233,23955.99633,906702436.5,1408953296,4.32E-05,182.7199494,0.928789042,0.61643553
Materials,15483.00657,0,177397330,137333680.2,6.53E-07,2.470907804,0.0079745,0
Materials,5619.610292,0,2.04821244,22.26604036,1.47E-08,0.4370808,0.000990976,0
Materials,5619.610292,0,2.04821244,22.26604036,1.47E-08,0.4370808,0.000990976,0
Materials,5619.610292,0,2.04821244,22.26604036,1.47E-08,0.4370808,0.000990976,0
Materials,9348325.74,5752.556834,1135338026,68835813.91,0.000115707,684.2761583,3.016379662,0
Materials,1278854.555,1304.431262,220860770.6,14327831.59,1.20E-05,76.5345538,0.415997833,0.899870915
Materials,110906.893,0,212437309.7,1198484630,2.40E-06,19.54474756,0.050458144,0
Materials,1336628.284,13577.37006,274422697.2,88070254.16,4.32E-05,91.89325479,0.535349101,0
Materials,5619.610292,356.5394555,0,0,8.47E-08,0,0.00148801,0
Materials,1386502.147,2655.885942,728537568.5,248062381.3,1.73E-05,82.69160844,0.446476328,1.139210888
Materials,3848635.133,0,3835519341,3938195937,3.04E-05,109.5738433,1.067339805,8.19624562
Materials,1385063.785,59.57252961,426056940.3,271280435.4,2.52E-05,108.7268479,0.478087546,2.404569089
Materials,143633.5883,0,63567067.51,4230962.115,4.18E-06,12.21722518,0.059328983,0
Materials,268365.8105,0,109699591.7,7126042.721,4.86E-06,18.58530319,0.098824927,0
Materials,543129.7042,0,168485325.4,32157116.33,6.58E-06,39.71581145,0.201881988,0
Materials,5619.610292,0,18324635.04,1864314.706,1.01E-07,2.122963888,0.002509121,0
Materials,1424891.196,598.2673317,234777730.8,47578805.64,0.000191369,118.0985093,0.623701899,0
Materials,5619.610291,0,0,0,1.97E-07,1.311242401,0.002797025,0
Materials,5619.610292,0,14308119.24,1052899.8,3.20E-07,1.248802287,0.001547021,0
Materials,702615.5733,116515.5355,130648079,700810121,4.09E-05,43.51835809,0.17487644,0.664794499
Materials,25563.44526,945.5952985,21862.98242,686.1974949,8.18E-07,1.988267964,0.011772844,0
Materials,1292071.5,3237.025777,1557548549,20683869.71,1.07E-05,68.22474001,0.403801001,1.579349455
Materials,5619.610293,0,6594265.512,58542.82878,1.55E-07,1.186362173,0.00258945,0
